device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
Desktop,Lenovo,Lenovo Station 068,2022,Linux,ATX,Intel,Intel i5-10318,3,12,24,2.8,3.7,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,2,OLED,27.0,1920x1080,165,0,0,750,Wi-Fi 5,5.0,13.0,12,1419.99
Desktop,Lenovo,Lenovo Think XL1,2022,Windows,SFF,Intel,Intel i5-11590,2,8,16,2.6,3.6,NVIDIA,RTX 40 60,2,6,16,SSD,512,1,LED,32.0,2560x1440,90,0,0,850,Wi-Fi 6E,5.3,7.0,36,1454.99
Desktop,Apple,Apple Think YMG,2023,Windows,SFF,Apple,Apple M1 Pro,4,16,16,3.0,4.0,Apple,Apple Integrated,5,0,64,SSD,1024,3,LED,34.0,2560x1440,60,0,0,650,Wi-Fi 6E,5.2,10.0,12,2097.99
Laptop,Apple,Apple Air C4L,2019,Windows,Gaming,Apple,Apple M1,4,14,14,2.6,3.6,Apple,Apple Integrated,5,6,64,HDD,2048,2,IPS,15.6,2880x1800,60,80,45,0,Wi-Fi 6,5.3,1.5,12,2603.99
Laptop,HP,HP Pro JP7,2025,Windows,Gaming,AMD,AMD Ryzen 7 6167,4,12,24,2.6,3.5,NVIDIA,RTX 40 80 Ti,5,12,72,NVMe,512,1,OLED,15.6,2880x1800,60,70,180,0,Wi-Fi 5,5.1,1.5,12,3047.99
Desktop,MSI,MSI Cube IZE,2019,macOS,Micro-ATX,Intel,Intel i5-12871,2,8,16,2.6,3.6,AMD,RX 7000 60,2,6,16,NVMe,512,4,Mini-LED,32.0,2560x1440,60,0,0,650,Wi-Fi 6,5.1,8.0,12,1608.99
Desktop,HP,HP Think 81W,2025,Windows,ATX,Intel,Intel i3-11545,1,4,8,2.4,3.3,Intel,Arc A310,1,0,8,NVMe,512,2,IPS,27.0,2560x1440,60,0,0,650,Wi-Fi 6E,5.2,8.0,24,1031.99
Desktop,Lenovo,Lenovo Creator 723,2022,Windows,Mini-ITX,Intel,Intel i3-14131,1,4,8,2.4,3.2,NVIDIA,RTX 30 50,1,4,8,NVMe,512,2,OLED,34.0,1920x1080,60,0,0,850,Wi-Fi 6E,5.0,5.0,12,1126.99
Desktop,Gigabyte,Gigabyte Strix ZLE,2023,Linux,Full-Tower,Intel,Intel i5-11418,3,8,16,2.8,3.8,NVIDIA,RTX 40 60,2,6,16,SSD,256,1,LED,27.0,2560x1440,165,0,0,450,Wi-Fi 6,5.1,6.0,24,1280.99
Laptop,ASUS,ASUS Air IBN,2023,macOS,Mainstream,AMD,AMD Ryzen 7 4372,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,Hybrid,1024,1,QLED,15.6,1920x1080,60,50,90,0,Wi-Fi 5,5.3,1.5,36,2586.99
Desktop,Dell,Dell Cube EF0,2023,Windows,Mini-ITX,AMD,AMD Ryzen 5 3191,3,8,14,2.8,3.6,NVIDIA,RTX 40 70,3,8,32,HDD,1024,2,OLED,27.0,3440x1440,60,0,0,550,Wi-Fi 6,5.2,4.0,24,1657.99
Laptop,HP,HP Zen JDC,2018,Windows,Gaming,Intel,Intel i5-10593,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,LED,14.0,1920x1080,120,99,65,0,Wi-Fi 5,5.3,0.97,12,1470.99
Laptop,Dell,Dell Slim AZM,2023,Windows,Ultrabook,AMD,AMD Ryzen 3 5400,1,6,10,2.0,2.8,Intel,Arc A310,1,4,8,NVMe,1024,1,OLED,14.0,3840x2160,60,80,65,0,Wi-Fi 6E,5.3,1.57,24,2010.99
Laptop,Apple,Apple Nitro JCZ,2025,macOS,Mainstream,Apple,Apple M3,4,14,14,2.6,3.5,Apple,Apple Integrated,4,0,64,HDD,512,1,IPS,14.0,1920x1080,90,56,90,0,Wi-Fi 6,5.1,0.97,36,2633.99
Laptop,Samsung,Samsung Stealth 8EC,2019,Windows,Mainstream,Intel,Intel i5-14567,3,8,16,2.4,3.4,NVIDIA,RTX 40 50,1,4,16,HDD,2048,1,LED,15.6,2560x1600,120,90,65,0,Wi-Fi 6,5.1,1.7,12,1181.99
Laptop,Dell,Dell Pro DNT,2023,Windows,Mainstream,AMD,AMD Ryzen 5 7919,2,8,16,2.2,3.2,NVIDIA,RTX 40 70,3,8,16,NVMe,1024,2,LED,15.6,1920x1080,120,80,180,0,Wi-Fi 6,5.1,1.5,24,1469.99
Desktop,Acer,Acer Station F36,2020,Windows,ATX,Intel,Intel i5-12547,3,8,16,2.8,3.7,NVIDIA,RTX 40 80,4,10,32,HDD,512,1,IPS,32.0,1920x1080,90,0,0,750,Wi-Fi 6,5.2,9.0,24,1465.99
Desktop,Gigabyte,Gigabyte Station 745,2018,Windows,SFF,Intel,Intel i3-14534,1,4,8,2.4,3.3,NVIDIA,RTX 40 50,1,4,8,HDD,256,2,VA,32.0,2560x1440,60,0,0,450,Wi-Fi 6,5.2,6.0,36,896.99
Laptop,HP,HP Creator 22L,2023,Windows,2-in-1,Intel,Intel i3-11324,1,6,12,2.0,3.1,Intel,Arc A310,1,0,8,Hybrid,1024,2,LED,15.6,1920x1080,60,60,90,0,Wi-Fi 6,5.2,1.3,24,848.99
Laptop,Lenovo,Lenovo Slim CY5,2023,Windows,Gaming,AMD,AMD Ryzen 5 3449,3,8,16,2.4,3.2,NVIDIA,RTX 30 80,4,10,32,NVMe,1024,2,IPS,15.6,2560x1600,60,56,65,0,Wi-Fi 6,5.0,1.1,36,1689.99
Laptop,HP,HP Creator 21U,2023,Windows,Gaming,Intel,Intel i3-11914,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,VA,15.6,2880x1800,144,80,120,0,Wi-Fi 6,5.0,2.0,36,1327.99
Laptop,ASUS,ASUS Creator LM0,2022,macOS,2-in-1,Intel,Intel i3-10147,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,2,OLED,13.3,2560x1600,120,90,90,0,Wi-Fi 5,5.2,1.82,24,1807.99
Laptop,Gigabyte,Gigabyte Think LPE,2022,Windows,Ultrabook,AMD,AMD Ryzen 5 3804,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,48,Hybrid,256,2,LED,16.0,2560x1600,90,50,120,0,Wi-Fi 5,5.2,1.53,36,1743.99
Laptop,Apple,Apple Nitro G1A,2024,Windows,Gaming,Apple,Apple M1 Max,4,12,12,2.6,3.6,Apple,Apple Integrated,3,0,32,SSD,256,1,OLED,15.6,1920x1080,165,70,180,0,Wi-Fi 6,4.2,2.5,12,2582.99
Desktop,Lenovo,Lenovo Arena T2Y,2021,Windows,ATX,Intel,Intel i5-12435,2,6,12,2.6,3.5,NVIDIA,RTX 20 70,3,8,16,NVMe,512,1,QLED,24.0,3440x1440,144,0,0,750,Wi-Fi 5,5.3,5.0,12,1991.99
Laptop,Lenovo,Lenovo Zen L83,2020,Windows,Mainstream,AMD,AMD Ryzen 5 3776,2,8,16,2.2,3.2,NVIDIA,RTX 30 70,3,8,24,NVMe,1024,1,LED,16.0,1920x1080,60,60,240,0,Wi-Fi 6,5.0,1.33,36,1527.99
Desktop,ASUS,ASUS Cube QNX,2023,Windows,ATX,Intel,Intel i3-13900,1,4,8,2.4,3.3,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,1,OLED,32.0,3840x2160,120,0,0,750,Wi-Fi 6E,5.0,9.0,24,1430.99
Desktop,Apple,Apple Think WXM,2023,macOS,SFF,Apple,Apple M3 Max,3,10,10,2.8,3.9,Apple,Apple Integrated,2,2,16,Hybrid,1024,3,VA,24.0,3440x1440,90,0,0,650,Wi-Fi 6,5.2,15.0,12,2316.99
Laptop,MSI,MSI Slim DDE,2024,Linux,Ultrabook,Intel,Intel i5-11734,3,10,20,2.4,3.5,NVIDIA,RTX 20 80,4,10,32,NVMe,256,1,QLED,13.3,2880x1800,120,90,120,0,Wi-Fi 6E,5.2,1.52,24,2303.99
Laptop,Gigabyte,Gigabyte Slim TSP,2022,Windows,Gaming,Intel,Intel i3-14249,1,6,12,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,SSD,2048,1,QLED,15.6,1920x1080,144,80,65,0,Wi-Fi 6,5.3,1.3,12,1198.99
Laptop,HP,HP Nitro 22R,2021,Windows,Mainstream,Intel,Intel i7-13448,4,12,24,2.6,3.4,AMD,RX 6000 70,3,8,32,SSD,2048,1,IPS,15.6,2880x1800,120,99,120,0,Wi-Fi 6,5.2,1.5,12,2303.99
Laptop,Samsung,Samsung Creator 76J,2023,macOS,Mainstream,AMD,AMD Ryzen 5 6355,3,8,16,2.4,3.2,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,OLED,16.0,2560x1600,120,80,65,0,Wi-Fi 5,5.3,2.53,12,2276.99
Desktop,Apple,Apple Cube YBX,2022,Windows,Mini-ITX,Apple,Apple M3,2,6,6,2.6,3.6,Apple,Apple Integrated,2,0,16,HDD,512,1,OLED,34.0,1920x1080,60,0,0,450,Wi-Fi 7,5.0,12.0,12,1681.99
Laptop,Dell,Dell Stealth BSZ,2023,Windows,Ultrabook,AMD,AMD Ryzen 7 3500,4,12,24,2.6,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,512,1,OLED,15.6,1920x1080,60,90,180,0,Wi-Fi 6,5.1,2.0,24,2327.99
Laptop,MSI,MSI Slim XDR,2020,Windows,Mainstream,Intel,Intel i5-11559,3,8,16,2.4,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,512,1,Mini-LED,15.6,2880x1800,120,60,120,0,Wi-Fi 6E,5.1,1.7,24,1865.99
Laptop,MSI,MSI Pro C71,2022,Windows,2-in-1,Intel,Intel i7-14312,5,18,36,2.8,3.7,Intel,Arc A700,4,2,64,NVMe,512,1,LED,15.6,2560x1600,60,90,120,0,Wi-Fi 6E,5.1,1.7,36,2204.99
Laptop,Razer,Razer Slim DEQ,2023,macOS,Mainstream,AMD,AMD Ryzen 3 3635,1,4,8,2.0,2.9,AMD,RX 5000 50,1,4,8,Hybrid,2048,1,LED,15.6,1920x1080,60,70,120,0,Wi-Fi 6,5.2,1.3,12,1625.99
Desktop,ASUS,ASUS Forge MZI,2024,Windows,ATX,Intel,Intel i3-11370,1,4,8,2.4,3.4,NVIDIA,RTX 30 50,1,4,8,HDD,256,3,Mini-LED,34.0,3440x1440,60,0,0,450,Wi-Fi 6,5.1,12.0,36,1320.99
Laptop,Lenovo,Lenovo Slim V53,2024,Windows,Gaming,Intel,Intel i3-14650,1,4,8,2.0,2.9,NVIDIA,RTX 20 50,1,4,8,SSD,256,1,IPS,14.0,3840x2160,90,80,120,0,Wi-Fi 6,5.2,2.37,12,1205.99
Desktop,Lenovo,Lenovo Cube GVB,2020,Windows,SFF,AMD,AMD Ryzen 5 3747,2,8,16,2.6,3.6,NVIDIA,RTX 40 60,2,6,16,NVMe,256,1,LED,32.0,1920x1080,120,0,0,550,Wi-Fi 7,5.1,6.0,12,1235.99
Laptop,ASUS,ASUS Think TA6,2025,macOS,Gaming,Intel,Intel i5-10941,2,6,12,2.2,3.2,NVIDIA,RTX 40 70,3,8,16,NVMe,512,2,IPS,15.6,2560x1600,120,50,90,0,Wi-Fi 6,5.0,1.3,12,1929.99
Laptop,Razer,Razer Pro KVY,2023,Windows,Mainstream,AMD,AMD Ryzen 7 3275,4,12,24,2.6,3.6,NVIDIA,RTX 30 60,2,6,32,SSD,2048,1,VA,15.6,2560x1600,144,99,240,0,Wi-Fi 5,5.2,1.3,24,1840.99
Laptop,Acer,Acer Creator 159,2024,Windows,Gaming,Intel,Intel i5-11779,2,6,12,2.2,3.3,AMD,RX 6000 60,2,6,16,SSD,1024,1,LED,14.0,1920x1080,120,56,90,0,Wi-Fi 5,5.3,1.37,36,1473.99
Desktop,Acer,Acer Cube 282,2025,Windows,ATX,AMD,AMD Ryzen 5 3900,2,6,12,2.6,3.7,NVIDIA,RTX 30 60,2,6,16,SSD,512,2,OLED,27.0,1920x1080,60,0,0,550,Wi-Fi 6,5.1,10.0,12,1387.99
Laptop,MSI,MSI Creator YTC,2025,macOS,Gaming,Intel,Intel i5-12507,3,8,16,2.4,3.3,AMD,RX 7000 70,3,8,32,Hybrid,1024,1,IPS,14.0,1920x1080,120,50,65,0,Wi-Fi 6,5.1,1.17,12,1844.99
Desktop,Apple,Apple Station TSO,2019,Windows,SFF,Apple,Apple M1 Max,6,24,24,3.4,4.4,Apple,Apple Integrated,5,4,104,SSD,512,1,Mini-LED,27.0,1920x1080,60,0,0,750,Wi-Fi 7,5.0,7.0,24,2402.99
Laptop,Acer,Acer Stealth GE9,2023,Windows,Workstation,AMD,AMD Ryzen 5 4598,2,6,10,2.2,3.0,NVIDIA,RTX 30 50,1,4,16,NVMe,1024,2,IPS,16.0,2560x1600,60,56,65,0,Wi-Fi 6,5.0,1.13,24,1408.99
Desktop,Lenovo,Lenovo Cube IOP,2022,macOS,Micro-ATX,Intel,Intel i5-12397,3,8,16,2.8,3.8,NVIDIA,RTX 40 70,3,8,40,NVMe,256,1,LED,27.0,1920x1080,120,0,0,450,Wi-Fi 5,5.1,6.0,36,1436.99
Laptop,Lenovo,Lenovo Nitro ZPY,2024,Windows,Ultrabook,Intel,Intel i7-12979,4,14,28,2.6,3.6,NVIDIA,RTX 40 80,4,10,64,NVMe,1024,1,OLED,16.0,2880x1800,60,56,120,0,Wi-Fi 7,5.1,1.13,24,2361.99
Desktop,HP,HP Creator 17W,2023,Windows,SFF,Intel,Intel i5-11146,3,8,16,2.8,3.9,NVIDIA,RTX 40 70,3,8,32,NVMe,2048,1,QLED,34.0,3840x2160,60,0,0,650,Wi-Fi 6E,5.2,8.0,12,2248.99
Laptop,HP,HP Blade U43,2022,Windows,Ultrabook,Intel,Intel i3-10885,1,4,8,2.0,3.1,AMD,RX 6000 50,1,4,8,NVMe,4096,1,LED,15.6,2560x1600,90,56,65,0,Wi-Fi 6E,5.1,2.5,12,1359.99
Laptop,HP,HP Air NM2,2023,macOS,Ultrabook,AMD,AMD Ryzen 9 7768,6,24,48,3.0,3.8,Intel,Arc A770 Limited,6,2,128,Hybrid,256,1,OLED,16.0,1920x1080,90,80,240,0,Wi-Fi 6,5.1,2.03,12,2900.99
Desktop,Apple,Apple Creator FUY,2023,Windows,ATX,Apple,Apple M2,5,16,16,3.2,4.2,Apple,Apple Integrated,4,4,64,NVMe,512,2,Mini-LED,32.0,1920x1080,144,0,0,300,Wi-Fi 6,5.3,12.0,36,2409.99
Laptop,Apple,Apple Think 7P4,2023,Windows,Workstation,Apple,Apple M1,2,8,8,2.2,3.3,Apple,Apple Integrated,1,0,8,NVMe,1024,1,LED,16.0,1920x1080,120,90,65,0,Wi-Fi 6,5.3,1.73,24,1733.99
Laptop,Acer,Acer Creator K71,2024,Windows,Gaming,Intel,Intel i5-11632,2,6,12,2.2,3.2,Apple,Apple Integrated,2,0,16,NVMe,512,1,OLED,14.0,1920x1080,60,80,90,0,Wi-Fi 6,5.1,1.37,48,1548.99
Laptop,ASUS,ASUS Pro 3ZX,2019,Windows,Workstation,Intel,Intel i7-10699,5,16,32,2.8,3.6,AMD,RX 7000 80,4,10,64,SSD,512,1,OLED,15.6,2560x1600,60,70,90,0,Wi-Fi 6E,5.0,1.5,24,2392.99
Laptop,HP,HP Stealth 8SR,2025,Windows,2-in-1,AMD,AMD Ryzen 5 3210,2,6,12,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,HDD,2048,2,QLED,15.6,3840x2160,60,80,90,0,Wi-Fi 7,5.1,1.3,12,1799.99
Laptop,MSI,MSI Blade G8W,2025,Windows,Mainstream,AMD,AMD Ryzen 3 4396,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,2,OLED,14.0,1920x1080,60,50,90,0,Wi-Fi 6,5.2,0.97,36,1340.99
Laptop,MSI,MSI Legion 5UV,2019,Windows,Mainstream,AMD,AMD Ryzen 7 3380,4,12,24,2.6,3.6,NVIDIA,RTX 30 60,2,6,32,HDD,256,1,IPS,15.6,3840x2160,60,80,120,0,Wi-Fi 7,5.0,1.7,24,1927.99
Laptop,Apple,Apple Legion 7HX,2023,Windows,Gaming,Apple,Apple M3 Max,5,16,16,2.8,3.7,Apple,Apple Integrated,4,0,64,SSD,1024,1,IPS,14.0,3840x2160,144,60,65,0,Wi-Fi 6,5.3,1.87,12,2903.99
Laptop,Apple,Apple Legion 5KF,2022,Windows,Mainstream,Apple,Apple M2 Max,4,14,14,2.6,3.6,Apple,Apple Integrated,2,2,32,Hybrid,256,2,OLED,15.6,1920x1080,60,50,90,0,Wi-Fi 5,5.2,2.0,12,2076.99
Desktop,HP,HP Station Y0D,2023,Windows,ATX,AMD,AMD Ryzen 5 3682,3,8,16,2.8,3.6,AMD,RX 7000 80,4,10,32,NVMe,2048,3,QLED,24.0,2560x1440,144,0,0,450,Wi-Fi 6E,5.1,12.0,24,1904.99
Desktop,Apple,Apple Creator 66R,2022,ChromeOS,SFF,Apple,Apple M2 Max,4,12,12,3.0,4.0,Apple,Apple Integrated,4,0,64,HDD,512,1,OLED,34.0,3840x2160,120,0,0,750,Wi-Fi 6E,5.0,9.0,12,2704.99
Desktop,Lenovo,Lenovo Creator 27V,2023,Windows,Micro-ATX,Intel,Intel i3-13510,1,4,8,2.4,3.4,NVIDIA,RTX 30 60,2,6,8,SSD,512,1,QLED,34.0,3440x1440,60,0,0,300,Wi-Fi 6,5.3,8.0,12,1389.99
Laptop,Samsung,Samsung Stealth 2AB,2021,Windows,Workstation,Intel,Intel i3-10504,1,4,8,2.0,3.0,AMD,RX 5000 50,1,4,8,NVMe,512,1,IPS,13.3,2560x1600,60,60,90,0,Wi-Fi 6E,5.2,1.12,12,1292.99
Desktop,HP,HP Strix BKO,2019,macOS,Micro-ATX,AMD,AMD Ryzen 7 7867,4,12,24,3.0,4.0,NVIDIA,RTX 40 80 Ti,5,12,64,SSD,256,1,LED,24.0,3840x2160,60,0,0,850,Wi-Fi 6E,5.2,9.0,24,2608.99
Laptop,Dell,Dell Nitro W6K,2022,Windows,Workstation,Intel,Intel i3-14427,1,4,8,2.0,2.8,Apple,Apple Integrated,1,0,8,NVMe,256,1,OLED,17.3,1920x1080,60,70,120,0,Wi-Fi 5,5.2,1.44,12,1322.99
Desktop,Gigabyte,Gigabyte Creator CHM,2019,Windows,Mini-ITX,Intel,Intel i7-12430,4,12,24,3.0,3.9,AMD,RX 7000 80,4,10,64,Hybrid,1024,3,QLED,27.0,2560x1440,120,0,0,450,Wi-Fi 6,5.0,4.0,36,1894.99
Laptop,ASUS,ASUS Pro WUJ,2024,Windows,Ultrabook,Intel,Intel i7-14664,4,14,28,2.6,3.4,NVIDIA,RTX 30 80,4,10,64,Hybrid,1024,2,LED,17.3,1920x1080,165,80,90,0,Wi-Fi 6E,5.2,2.64,36,2071.99
Laptop,Apple,Apple Air VZS,2025,Windows,Gaming,Apple,Apple M1 Max,3,8,8,2.4,3.2,Apple,Apple Integrated,3,4,32,NVMe,2048,1,VA,15.6,1920x1080,60,60,90,0,Wi-Fi 6E,5.2,1.1,24,1987.99
Desktop,Apple,Apple Forge UFK,2023,Windows,ATX,Apple,Apple M2 Pro,4,16,16,3.0,3.8,Apple,Apple Integrated,4,4,64,NVMe,1024,3,LED,32.0,3840x2160,60,0,0,650,Wi-Fi 6E,5.0,6.0,24,2245.99
Laptop,Razer,Razer Pro D7Q,2023,Windows,Gaming,AMD,AMD Ryzen 7 4710,4,14,28,2.6,3.7,NVIDIA,RTX 30 70,3,8,32,HDD,1024,1,QLED,15.6,1920x1080,60,70,90,0,Wi-Fi 6E,5.1,1.7,36,2088.99
Desktop,HP,HP Cube DKR,2023,Linux,ATX,AMD,AMD Ryzen 3 3760,1,4,8,2.4,3.3,NVIDIA,RTX 40 60,2,6,8,SSD,256,1,LED,32.0,1920x1080,90,0,0,650,Wi-Fi 6E,5.1,6.0,24,856.99
Desktop,Lenovo,Lenovo Arena AFK,2018,Windows,Micro-ATX,Intel,Intel i5-12286,3,10,20,2.8,3.8,NVIDIA,RTX 30 70,3,8,32,Hybrid,512,3,Mini-LED,27.0,2560x1440,144,0,0,750,Wi-Fi 5,5.1,7.0,48,1996.99
Laptop,Samsung,Samsung Stealth K5Z,2019,Windows,Gaming,Intel,Intel i7-14670,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,SSD,1024,1,IPS,14.0,2880x1800,60,99,90,0,Wi-Fi 6,5.1,1.57,12,2948.99
Laptop,ASUS,ASUS Slim BRS,2019,Windows,Ultrabook,AMD,AMD Ryzen 7 5355,4,12,24,2.6,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,1,LED,14.0,1920x1080,60,56,65,0,Wi-Fi 6,5.0,1.57,24,1677.99
Desktop,Dell,Dell Creator AID,2023,macOS,ATX,AMD,AMD Ryzen 5 4262,3,8,16,2.8,3.8,NVIDIA,RTX 30 70,3,8,32,SSD,1024,3,OLED,24.0,1920x1080,60,0,0,1000,Wi-Fi 7,5.3,7.0,12,1908.99
Desktop,Apple,Apple Arena NRC,2022,Windows,Mini-ITX,Apple,Apple M3 Max,5,16,16,3.2,4.0,Apple,Apple Integrated,4,4,72,Hybrid,512,3,LED,24.0,3440x1440,144,0,0,650,Wi-Fi 6E,5.1,8.0,24,2683.99
Desktop,MSI,MSI Creator 814,2022,Windows,Micro-ATX,Intel,Intel i5-13986,3,8,16,2.8,3.9,NVIDIA,RTX 40 70,3,8,32,NVMe,4096,1,VA,27.0,2560x1440,120,0,0,550,Wi-Fi 6,5.1,10.0,36,1749.99
Laptop,ASUS,ASUS Legion SKA,2021,macOS,Gaming,Intel,Intel i3-11888,1,4,8,2.0,2.8,Apple,Apple Integrated,2,4,8,SSD,2048,1,VA,15.6,1920x1080,60,70,65,0,Wi-Fi 6,5.0,1.3,48,1520.99
Desktop,Lenovo,Lenovo Strix M9I,2022,macOS,Mini-ITX,AMD,AMD Ryzen 5 4618,3,8,16,2.8,3.8,NVIDIA,RTX 30 60,2,6,24,SSD,1024,3,LED,27.0,1920x1080,60,0,0,450,Wi-Fi 6,5.3,4.0,24,1662.99
Laptop,Dell,Dell Stealth 5JS,2022,macOS,Gaming,AMD,AMD Ryzen 9 3936,6,24,46,3.0,4.0,NVIDIA,RTX 40 90,6,16,128,SSD,1024,1,LED,15.6,1920x1080,120,50,180,0,Wi-Fi 6,5.3,1.1,24,3330.99
Laptop,Apple,Apple Blade 9Q4,2020,Windows,Gaming,Apple,Apple M1 Max,3,8,8,2.4,3.3,Apple,Apple Integrated,3,6,32,NVMe,512,2,OLED,15.6,1920x1080,60,80,120,0,Wi-Fi 5,5.0,2.0,12,2353.99
Desktop,MSI,MSI Station J18,2018,Windows,Mini-ITX,AMD,AMD Ryzen 5 6211,3,10,20,2.8,3.6,NVIDIA,RTX 30 70,3,8,32,Hybrid,2048,1,IPS,32.0,2560x1440,60,0,0,650,Wi-Fi 6E,5.0,4.0,24,1797.99
Laptop,Lenovo,Lenovo Air 1UM,2024,Linux,Gaming,Intel,Intel i5-13974,2,6,12,2.2,3.2,AMD,RX 6000 70,3,8,24,NVMe,512,1,LED,15.6,2560x1600,120,60,90,0,Wi-Fi 5,5.1,1.1,12,1817.99
Laptop,HP,HP Stealth W6D,2018,Windows,Workstation,AMD,AMD Ryzen 7 3963,4,14,28,2.6,3.5,NVIDIA,RTX 40 80 Ti,5,12,64,NVMe,512,2,LED,14.0,2880x1800,120,56,120,0,Wi-Fi 5,5.1,1.37,24,2641.99
Laptop,Lenovo,Lenovo Pro 2XW,2022,Windows,Gaming,Intel,Intel i7-14462,4,12,24,2.6,3.7,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,2,LED,14.0,3840x2160,60,70,65,0,Wi-Fi 6,5.2,1.57,24,2062.99
Desktop,Samsung,Samsung Pro AWZ,2023,Windows,ATX,AMD,AMD Ryzen 3 4378,1,6,12,2.4,3.2,NVIDIA,RTX 30 50,1,4,8,NVMe,1024,2,LED,32.0,1920x1080,60,0,0,650,Wi-Fi 6E,5.0,8.0,12,892.99
Desktop,Dell,Dell Pro WU9,2023,Windows,ATX,AMD,AMD Ryzen 5 5630,2,8,16,2.6,3.6,AMD,RX 6000 60,2,6,16,NVMe,1024,1,Mini-LED,32.0,2560x1440,60,0,0,550,Wi-Fi 6,5.2,10.0,24,1502.99
Desktop,HP,HP Arena NR9,2021,Windows,ATX,Intel,Intel i5-12273,3,8,16,2.8,3.8,NVIDIA,RTX 40 80,4,10,32,Hybrid,256,3,LED,27.0,1920x1080,60,0,0,1000,Wi-Fi 5,5.2,9.0,12,1493.99
Laptop,HP,HP Pro KL8,2024,Windows,Ultrabook,Intel,Intel i7-14675,4,12,24,2.6,3.7,NVIDIA,RTX 30 80,4,10,64,Hybrid,1024,2,VA,14.0,1920x1080,144,56,120,0,Wi-Fi 6E,5.0,1.87,12,2700.99
Laptop,Samsung,Samsung Creator FD9,2019,Windows,Mainstream,Intel,Intel i5-10829,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,SSD,512,1,OLED,15.6,2560x1600,60,60,90,0,Wi-Fi 6,5.3,1.7,24,1762.99
Desktop,Dell,Dell Think 043,2019,Windows,SFF,Intel,Intel i5-10790,3,8,16,2.8,3.9,NVIDIA,RTX 20 70,3,8,32,NVMe,512,3,LED,32.0,2560x1440,120,0,0,1000,Wi-Fi 6,5.0,11.0,36,1475.99
Laptop,Dell,Dell Zen CKL,2025,macOS,Gaming,AMD,AMD Ryzen 5 3370,3,8,16,2.4,3.5,AMD,RX 6000 60,2,6,16,SSD,512,1,QLED,15.6,1920x1080,120,56,90,0,Wi-Fi 6,5.1,1.1,24,1930.99
Laptop,Samsung,Samsung Nitro E6U,2025,Windows,Ultrabook,Intel,Intel i5-13825,2,6,12,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,Hybrid,1024,1,LED,17.3,2880x1800,60,70,90,0,Wi-Fi 5,5.2,1.24,36,1880.99
Laptop,Lenovo,Lenovo Think AN5,2024,Windows,Mainstream,Intel,Intel i5-12618,3,8,16,2.4,3.4,AMD,RX 6000 60,2,6,24,HDD,1024,1,OLED,16.0,1920x1080,90,60,90,0,Wi-Fi 5,5.1,2.53,12,1539.99
Laptop,Apple,Apple Blade 2DL,2024,Windows,Ultrabook,Apple,Apple M3,3,8,8,2.4,3.3,Apple,Apple Integrated,3,0,32,SSD,512,1,OLED,16.0,2560x1600,60,60,180,0,Wi-Fi 6,5.1,3.03,24,2482.99
Desktop,Samsung,Samsung Cube 54I,2021,macOS,SFF,Intel,Intel i7-11344,5,20,40,3.2,4.1,AMD,RX 6000 90,6,16,112,NVMe,2048,2,LED,32.0,3840x2160,144,0,0,550,Wi-Fi 6,4.2,6.0,24,2699.99
Laptop,ASUS,ASUS Legion Q80,2023,Windows,Mainstream,AMD,AMD Ryzen 3 3886,1,4,8,2.0,2.8,Intel,Arc B310,1,4,8,SSD,1024,1,QLED,14.0,2560x1600,60,80,120,0,Wi-Fi 6,5.0,1.57,24,1391.99
Laptop,Apple,Apple Zen O6O,2025,Windows,2-in-1,Apple,Apple M2 Max,2,8,8,2.2,3.2,Apple,Apple Integrated,2,0,16,SSD,512,1,IPS,14.0,3840x2160,144,80,65,0,Wi-Fi 6,5.2,1.87,12,2446.99
